,Darija,MSA
310,وا هير سير أُ فكّر فل أولاويات ديالك أُ أش بغيتي تحقّق,فقط اذهب بعيداً وفكر في أولوياتك وما تريد تحقيقه
311,سير تنعس بكري,اذهب إلى الفراش مبكرًا
312,"أُه, سمح ليا, درت معاك لغالاط.",نعم، أنا أسف، لقد كنت مخطئًا معك.
313,"عرفتي شنو, أُلّاه أسيدي إلا عجبني الدرس تليوما",تعلم، لقد أعجبتني محاضرة اليوم حقًا
314,"موهيم, لموعادالات مالايقين لوالو.",على أي حال، المعادلات عديمة الفائدة.
315,واش واليديك كايشجّعوك?,هل والديك يشجعانك؟
316,"عندي ماباديء, ڭلتها ليك",لدي مبادئ، أخبرتك
317,كيفاش كايبّاليك إمكن نحلّو هادشي?,كيف تعتقد أننا يمكن أن نحل هذا؟
318,نتا ماشي برهوش!!,أنت لست طفلاً صغيراً!!
319,تڭيّبت علا بزاف تلحيصاص ديالك حيت جاو فوقيتّ لقايلولا,فاتتني الكثير من صفوفك لأنه كان وقت القيلولة
320,واش كاتنعس معطّل?,هل تذهب إلى الفراش متأخرًا؟
321,كاينا.,ذلك صحيح.
322,معقولا.,معقول
323,واخا هاكّاك كانفيق معطّل,على الرغم من ذلك أستيقظ متأخراً
324,"أُه, والاكين راه تانتعلّم بزّاف",آه، ولكنني أتعلم الكثير
325,ماعندي زهر,أنا لست محظوظًا
326,واش تايبالّيك أنّاها مزيانا ليا?,هل تعتقد أن ذلك لمصلحتي؟
327,هادشي كوميك,إنه ممتع
328,عندي نفس لماباديء بحال لقيسم كامل,لدي نفس المبادئ كالصف بأكمله
329,وايلي?,حقًا؟
330,موهيم أنا تايبالّيا لماباديء ديالك معووّجا,حسنًا، أعتقد أن مبادئك معيبة
331,هيا هاديك.,هذا صحيح.
332,ماهيا هاديكش.,ذلك غير صحيح.
333,والاكين عندك الزهر ڭدّيت نصاوب التامارين ديالي لخميس اللي فات,لكنك محظوظ لأنني استطعت أن أقوم بواجبي المنزلي الخميس الماضي
334,دابا نديرها السيمانا الجايا,سأفعلها الأسبوع القادم
335,والاكين ماكانخدمش مزيان فلخر ت سيمانا,ولكني لا أعمل كثيرًا في عطلات نهاية الأسبوع
336,خسّك تبعّد عليك فاسبوك أُ ڭاع ماواقيع تاواصول لجتيماعي لخرين,يجب أن تبتعد عن فيسبوك وأي مواقع تواصل اجتماعي أخرى مشتتة للانتباه
337,أش غايوقع فلمتيحان?,ما الذي سيحدث في الامتحان؟
338,توجيهات ماكانوش واضحين.,لم تكن التعليمات واضحة.
339,كايبان بحالّا كان عندك موشكيل معا ل أسإلا,يبدو أنك واجهت صعوبة مع المعادلات
340,"ماساهلاش, والاكين لاهوعلم إلا درتها",ليس سهلاً، ولكن أعتقد أنني فعلتها
341,إوا كيجاوك التامارين تل ماتهس?,فكيف وجدت واجبك المنزلي في الرياضيات؟
342,"موهيم, سالينا دابا.",حسنًا، لقد انتهى الآن.
343,إوا ڭلس بزّربا أُ غانشوفو ليك التامارين ديالك,ثم اجلس بسرعة وسننظر في واجبك المنزلي
344,دفل ديك لمسكا! راه عرفتي لقاوانين تلمدراسا!,ألقِ العلكة من فمك! أنت تعرف قواعد المدرسة.
345,مالقيت التا واهد فطّريق,لم أجد أياً في الطريق
346,"أه, داروري.",نعم، بالطبع.
347,سالام مادام.,مرحبًا سيدتي.
348,واخا عافاك تلوح ديك لمسكا ف الزبل,هل يمكنك من فضلك أن ترمي تلك العلكة في القمامة
349,أ تلقنا,أسرع
350,"هير فلمجرّ اللي علا إدّيك ليمن, دابا نجيب النضادر",فقط في الدرج الأيمن، سأحضر النظارات
351,هاد لخدما كولها علا والو.,كل هذا العمل لا جدوى منه.
352,هادشي مامزيانش.,ذلك سيء للغاية.
353,كان عندي هاداف بسيط,كان لدي هدف بسيط
354,ماكاينا التا معنا تبقا تنڭور ف الدار,لا فائدة من كونك عابسًا في المنزل
355,"ماكانش مومكين نتفاداو التعطال, إدان هي تلق لموسيقا",كان التأخير لا مفر منه، فقط قم بتشغيل الموسيقى
356,أُ كان خسّني نفسّر لكمالا ت النهار.,واضطررت لشرح باقي اليوم.
357,كان كايسحابليهوم غانردّ راسّي غاني,ظنوا أنني سأجعل نفسي غنيًا
358,كايبالّيا خسّنا نڭادّو شي برّاد ت أتاي أُ نسا عليا لخدما,أعتقد أنه يجب علينا فقط أن نعد بعض الشاي وأن تنسى عن العمل
359,نسا عليا هادشي,فقط انسَ الأمر
360,لجتيماع التلغا,تم إلغاء الاجتماع
361,واش كان داكشي خايب بصّح?,هل كان سيئًا حقًا؟
362,إوا?,إذًا؟
363,الناتاإج ديال لعام,نتائج السنة
364,و كنت أنا هوا اللي قدّم,وأنا الذي قدمت
365,أش مومكين الدير?,ماذا يمكنك أن تفعل؟
366,و كان هاد لجتيماع لموهيمّ,وكان هناك هذا الاجتماع المهم
367,تعطّلت علا لخدما بسباب ل إضرابات.,تأخرت عن العمل بسبب الإضرابات.
368,كولشي هوا هاداك.,كل شيء على ما يرام.
369,واش بغيتي تهدر ليا عليه,هل تريد أن تخبرني عنه
370,واش ماشي حسّن أنّانا نفكّرو فشي حاجة إجابيا أُ كاتنشّط,ألن يكون من الأفضل لو فكرنا في شيء إيجابي وممتع؟
371,دووزت واهد نهار مافيه مايتشاف.,لقد مررت بيوم سيء للغاية.
372,كيفاش?,عفوًا؟
373,واش واخا تخلّي لخدما فلخدما?,هل يمكنك فقط ترك العمل في العمل؟
374,أنشوفك من بعد أُ ڭولّيا أش لقيتي,سأراك لاحقًا ويمكنك أن تخبرني بما وجدت
375,غدي نتواصل معاهوم دابا.,سأتصل بالفريق فورًا.
376,هانيا.,لا مشكلة.
377,تانتمنّا نڭودّو نخرجو دغيا!,آمل أن نتمكن من الخروج بسرعة!
378,أُ ديكسّاع خديت السانسور باش نقسّي,ثم أخذت المصعد لتناول الطعام
379,سخون بزّاف...,إنه حار جدًا...
380,عندي شويا تلما ألا بيتي.,لدي بعض الماء إذا أردت.
381,لحال كايسخون هنايا أُ غاليبان باقي خسّنا تسنّاو شي 15 دقيقا خرا,إنها تصبح حارة هنا ومن المحتمل أن يكون علينا الانتظار خمسة عشر دقيقة أخرى
382,واش نتا هانيا?,هل تشعر بخير؟
383,كانضنّ أنّهو مبلوكي أُ غايبداو إجرّوه اللتحت من دابا شويا,أعتقد أنهم يعرفون أنه عالق وسيبدأون قريبًا بسحبه للأسفل إلى الطابق الأدنى
384,إمكن كانسمع شي حدّ كايعييّط من لفوق,أعتقد أنني أستطيع سماع شخص ينادي من فوقنا
385,نتمنّاو هادشي إخدم.,لنأمل أن ينجح ذلك.
386,هاني كانحاول نسيفت مسّاڭ ل داك اللي خدّام معايا فل بيرو.,أنا أحاول إرسال رسالة نصية إلى الزميل على المكتب.
387,والاكين مامتيقّنش أنّا هادشي كافي,لكن، لست متأكدًا من أن هاذا كافٍ
388,"نتا موغنّي, اللا?",أنت مغنٍ، أليس كذلك؟
389,ماڭلتي عيب,معقول
390,أش بالّيك نڭولو ڭاع غدّا نمشيو لشي تفجيجا,ما رأيك أن نقول بأننا سنذهب في رحلة غدًا
391,من بعد نمشيو ناكلو فشي بلاصا فلمدينا,ثم يمكننا أن نأكل في مكان ما بالمدينة
392,"أش بالّيك, مزيان?",هل هذا يبدو جيدًا؟
393,"أيه, مرحبا!",نعم، بكل سرور!
394,ماكرهتش.,سأحب ذلك.
395,مزيانا.,رائع
396,أُ عندك الصح,وأنت على حق.
397,ليوما غاتورّيني كيفاش مادّير التا حاجة منغير أنّاك تڭلس حدا لا پيسسين النهار كامل,اليوم سوف تريني كيف أفعل لا شيء سوى الجلوس بجانب المسبح طوال اليوم
398,خدّاما!,إنه يعمل!
399,خلّينا ڭالسين هنا حدا لاپيسين,دعونا نبقى هنا بجانب المسبح.
400,والاكين راه نقدّو نعومو شويا,ولكن يمكننا السباحة قليلاً
401,نسّاعا ف شمش,نصف ساعة في الشمس
402,اللخر إخلّص,آخر واحد يصل عليه الدفع
403,هاد لپروڭرام مسلّكني,هذا البرنامج يناسبني
404,كاتمنّا مانكونش اللخر,وآمل ألا أكون الأخير.
405,"معا ديك 100 درهم اللي بقات ليك فل كومپت بوحدها, تانا هادشي اللي تانتمنّا ليك",مع بقاء 100 درهم فقط في حسابك المصرفي، آمل ذلك لك أيضًا
406,لا!,لا!
407,هادي لمرّا التالتا اللي كايخسر فيها السانسور هاد جوج سيمانات اللخرين,هذه هي المرة الثالثة التي يتعطل فيها المصعد في آخر أسبوعين.
408,أنا فراسي ڭلت ليك تهدر معا لواليدا ديالك?,ظننت أنني طلبت منك أن تتحدث إلى والدتك؟
409,درتها.,فعلتها.
410,فلبلاصا هدرت معاهوم فاش ڭلتيها ليا,لقد اتصلت بهم فورًا عندما أخبرتني به.
411,ماكانوش مزيانين فهاد تاواخير,لم يكونوا جيدين مؤخرًا.
412,فراسي كاين شي حدّ جديد هنا,أعلم أن هناك شخصًا جديدًا هنا
413,موهيم أش كاتقتارح نديرو?,على أي حال، ماذا تقترح أن نفعل؟
414,"هير نخرجو من السانسور, غانتواصل معاهوم",حالما نخرج من المصعد، سأتصل بهم
415,"لفيكرا هيا نشوفو أش الدار, أُ نفهمو علاش السانسور خسر مرّا خرا",الفكرة هي لرؤية ما تم عمله، ولفهم لماذا تعطل المصعد مرة أخرى
416,"ألا كان هوا اللي صيفتو باش إصاوبو, إقدر تكون شي حاجة ساهلا",إذا كان هو الشخص الذي أرسلوه لإصلاحه، فقد يكون الأمر بسيطًا
