,Darija,MSA
142,دَّار هادشي باش يتأكد أن الصورة كتغطي الشاشة كلها. هاد الشي كيتسمى بالمسح الضوئي الزائد.,هذا يتم لضمان أن الصورة تغطي الشاشة بأكملها. هذا يسمى المسح الزائد.
143,السبب الأول هو معاناة شمال نيو مكسيكو من مشاكل كبيرة في القيادة تحت تأثير الشراب، كما أن كثافة السائقين المخمورين زايدة حدا لبيران اللي فالمدن الصغيرة.,على سبيل المثال ، يواجه شمال نيو مكسيكو مشاكل كبيرة مع القيادة في حالة سكر ، وتركيز السائقين في حالة سكر مرتفع بالقرب من الحانات في المدن الصغيرة.
144,لوكان فشلو الحلفاء، كانت ألمانيا غتقدر على الأرجح تغزو بريطانيا كما دارت فبقية أوروبا.,لو فشل الحلفاء ، لكانت ألمانيا على الأرجح قادرة على غزو بريطانيا كما فعلت مع بقية أوروبا.
145,"مبرّع, لايحفدك",جيد جدًا، شكرًا
146,واش كاتعاتبني أنا علا هادشي?,هل تلومني على هذا؟
147,"لاحقاش فيهم نفس توقيت بحال هاواي، تيتعتابرو لجزر بحال ""هاواي السفلى"".","مع نفس المنطقة الزمنية مثل هاواي، تعتبر الجزر أحيانًا ""هاواي أسفل الأرض""."
148,نشوفوك أ خونا,أراك لاحقًا أخي
149,أشنو كاين عانداك فلقسّ?,ماذا لديكم للأكل؟
150,قالت منظمة أوبك في تقريرها الشهري الجديد باللي صادرات النفط الخام تراجعت إلى أقل مستوى لها من عشرين عام ووصلات إلى 2.8 مليون برميل يومياً.,في تقريرها الشهري الأخير، قالت منظمة أوبك إن صادرات النفط الخام انخفضت إلى أدنى مستوى لها منذ عقدين من الزمان عند 2.8 مليون برميل يومياً.
151,كتخلص مبالغ جيدة لشركات الشحن باش توصل حوايجك بزربة. عادة ما تيكون الوقت مهم بزاف فاش كتكون مستندات دلخدمة، والسلعة وقطع الغيار للإصلاحات العاجلة.,يتم دفع شركات البريد السريع بشكل جيد لتسليم الأشياء بسرعة. في كثير من الأحيان ، يكون الوقت مهمًا جدًا مع الوثائق التجارية أو البضائع أو قطع الغيار لإصلاح عاجل.
152,واش كاتسمع هادشي?,هل تسمع ذلك؟
153,الفيلسوف أرسطو كان شايف أن كل حاجة كتتكون من مزيج من عنصر أو أكثر من أربعة عناصر. وهي التراب والماء والهواء والنار.,أرسطو ، الفيلسوف ، نظرية أن كل شيء يتكون من خليط من واحد أو أكثر من العناصر الأربعة: الأرض والمياه والهواء والنار.
154,كيفما هو الحال في كل المتنزهات الوطنية في جنوب إفريقيا، كاينة مصاريف ديال الصيانة اليومية والدخول للحديقة.,كما هو الحال مع جميع المتنزهات الوطنية في جنوب أفريقيا ، هناك رسوم الحفاظ اليومية ودخول الحديقة.
155,سنة 1995 تختار كأفضل لاعب في تاريخ البارتيزان.,في عام 1995 تم التصويت عليه كأفضل لاعب في تاريخ بارتيزان.
156,عانداك عقال واهد.,عقلك يسير في اتجاه واحد.
157,كانت المحاكمة فمحكمة برمنغهام كراون/ Birmingham Crown وانتهت ف تلاتة/3 غشت.,جرت المحاكمة في محكمة برمنغهام التاجية وانتهت في 3 أغسطس.
158,شي ناس ماكايعرفونيش,بعض الناس لا يعرفونني
159,أش كادّير?,ماذا تفعل؟
160,جمهورية دومينيكا هي دولة كارييبية اللي شادة النص الشرقي نتاع جزيرة هيسبانيولية، اللي كاتشاركها مع هايتي.,جمهورية الدومينيكان (بالإسبانية: República Dominicana) هي دولة كاريبية تحتل النصف الشرقي من جزيرة هيسبانيولا ، والتي تتشاركها مع هايتي.
161,"كانعرفو, والاكين كانبقاو غاديين",نحن نعلم، ولكننا نستمر في المضي قدماً
162,هوا شوجاع بزاف,إنه يتصرف بشجاعة كبيرة
163,تربية الغزلان ضرورية للعيش عند الشعب السامي، والثقافة نتاع البيع والشرا ديالهم مهمة لبزاف دالحرفات أخرين.,تعد تربية الرنة وسيلة مهمة للعيش بين الساميين والثقافة المحيطة بالتجارة مهمة أيضًا للعديد من المهن الأخرى.
164,اللعبة دايرة على معركة الفلوجة التانية الوحشية بين القوات الأمريكية والعراقية.,تعتمد اللعبة على معركة الفلوجة الثانية ، وهي معركة شرسة بين القوات الأمريكية والعراقية.
165,ماڭلتي عيب,معقول
166,خاص لباسبور ديالك يكون صالح لمدة 6 شهور من بعد تاريخ الرحلة نتاعك. غاتحتاج تيكيت نتاع الرحلة/وموراها باش تتثبت لمدة نتاع لجلاس ديالك تما.,يجب أن يكون جواز سفرك ساري المفعول لمدة 6 أشهر على الأقل بعد تواريخ السفر الخاصة بك. تحتاج إلى تذكرة رحلة ذهابًا وإيابًا لإثبات مدة إقامتك.
167,غير رتاح أُ كتاشف بيلا كولشي راه مزيان,فقط استرخِ واكتشف أن كل شيء يسير على ما يرام
168,"ألا كنتي غادي لشي حفلا, ماكانّصحكش ت طيّب",إذا كنت ذاهبًا إلى حفلة، لا أنصحك بالطهي
169,من بين الموايع اللي تم التطرق ليهاهي مستقبل القدس اللي كاتعتبر مدينة مقدسة للشعبين ونقاش واد الأردن.,وتشمل المواضيع الأخرى التي تم تغطيتها الدولة المستقبلية للقدس التي تعتبر مقدسة لكلا البلدين ومسألة وادي الأردن.
170,"مسيكينا, دووز حياتها وسط الشورّاف, محرومين أُ شرّاف.",يا للأسف، تقضي حياتها في وسط الكبار في السن، المحبطين والعجائز.
171,كانتمانا مايدوزش لواقت بزاف قبال مايلقاونا,أتمنى ألا يطولوا في إيجادنا
172,الزلزال كان بعيد على ديلون ب 20 كيلومتر (15 ميل) فشمال الشمال الشرقي وعلى بوت ب 65 كيلومتر (40ميل) فالجنوب.,كان مركز الزلزال على بعد حوالي 20 كم شمال شمال شرق ديلون ، وحوالي 65 كم جنوب بوت.
173,نسيتو,نسيت عنه
174,في حوالي القرن الخمستاش، كان شمال إستونيا متأثر بزاف بألمانيا تقافيا.,في حوالي القرن الخامس عشر ، كانت شمال إستونيا تحت تأثير ثقافي كبير من ألمانيا.
175,الصوت والضو نتاع لهرم هوما من لحوايج اللي تيعجبو الدراري صغار فلمنطقة.,عرض الصوت والضوء في الهرم هو واحد من أكثر الأشياء إثارة للاهتمام في المنطقة للأطفال.
176,"حيت كانحسّ, أنّا ف دماغك, ل أُمور مختالفا علا كيفاش خاصّها تكون باش يخدم هاد لعيلاج.",لأنني الآن أشعر، في ذهنك، أن الأمور مختلفة عما يجب أن تكون عليه لجعل هذا يحدث.
